Timestamp,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
2026/06/04 05:32:43 PM,Unemployed,Postgraduate,46-55,Kribi,"50,000-100,000",4,Rarely,Less than 20%,No,24396,"15001-30,000",Onions & Tomatoes,"20,001-30,000",4,Private car/bike/bicycle,7,10-25%,Once,Never,More than 50%,23991,14577,I own my home,No,5,No,6242,35000,Food,Probably no,Started a small business; Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2018
2026/06/04 05:43:22 PM,Student,Postgraduate,56 - above,Garoua,"50,000-100,000",5,Rarely,41-60%,"Yes, both quantity and quality",40705,"15001-30,000",Fish / Meat,"10,000-20,000",5,Walking,6,Less than 10%,More than twice,"Yes, frequently",20-35%,16892,15876,Yes,"Yes, more than once",3,Yes,28899,300000,Transportation,Uncertain,Borrowed money,Other,2024
2026/06/04 05:46:10 PM,Unemployed,Undergraduate,26-35,Bamenda,"Above 500,000",6,Sometimes,Less than 20%,"Yes, only quality",295518,"More than 30,000",Rice,"20,001-30,000",4,Private car/bike/bicycle,8,Less than 10%,More than twice,"Yes, frequently",Less than 20%,204435,3813,No,"Yes, once",5,No,14717,150000,Education,No,Taking a second job,Fuel prices,2025
2026/06/04 06:01:37 PM,Employed,Vocational,18-25,Kribi,"Above 500,000",7,Always,20-40%,"Yes, only quantity",257871,"5,000-15,000",Fish / Meat,"20,001-30,000",4,Public bus,12,26%-50%,Once,Never,20-35%,178492,9587,Yes,"Yes, once",4,Yes,20105,300000,Healthcare,Definitely no,Started a small business; Relocated to a cheaper area; Borrowed money,Fuel prices,2023
2026/06/04 06:15:12 PM,Self-employed,Other,26-35,Bafoussam,"50,000-100,000",5,Rarely,more than 60%,No,33148,"More than 30,000",Bread,"Above 30,000",5,Bike,12,Less than 10%,Once,"Yes, occasionally",36-50%,27840,23606,Yes,"Yes, more than once",4,Yes,27732,75000,Transportation,Uncertain,Taking a second job; Relocated to a cheaper area,Other,2024
2026/06/04 06:16:51 PM,Student,Other,56 - above,Kribi,"50,000-100,000",5,Always,41-60%,No,39946,"5,000-15,000",Bread,"10,000-20,000",4,Private car/bike/bicycle,12,Less than 10%,Twice,Rarely,More than 50%,26226,24918,Yes,No,3,No,23560,300000,Education,No,Taking a second job; Started a small business,Other,2025
2026/06/04 06:30:03 PM,Student,Other,56 - above,Kribi,"100,001-200,000",2,Never,more than 60%,"Yes, only quality",50374,"Less than 5,000",Rice,"20,001-30,000",3,Private car/bike/bicycle,11,26%-50%,Once,Never,Less than 20%,34203,21880,Yes,No,4,Yes,24459,35000,Education,Uncertain,Reduced spending; Started a small business,Government policies,2019
2026/06/04 06:38:15 PM,Unemployed,Undergraduate,36-45,Garoua,"200,001-500,000",8,Rarely,41-60%,No,175868,"5,000-15,000",Onions & Tomatoes,"Below 10,000",5,Public bus,10,26%-50%,Never,"Yes, frequently",More than 50%,123283,13728,I own my home,"Yes, more than once",5,Yes,15463,75000,Transportation,No,Started a small business,Other,2026
2026/06/04 06:43:33 PM,Student,Postgraduate,36-45,Bafoussam,"Below 50,000",1,Sometimes,Less than 20%,"Yes, only quality",19235,"5,000-15,000",Cooking oil,"20,001-30,000",5,Bike,0,26%-50%,Never,Never,20-35%,8244,8385,No,No,5,No,6701,35000,Rent,Probably no,Taking a second job; Relocated to a cheaper area,Currency depreciation,Before 2018
2026/06/04 06:50:14 PM,Employed,Undergraduate,46-55,Yaounde,"200,001-500,000",4,Sometimes,20-40%,"Yes, only quantity",152384,"Less than 5,000",Onions & Tomatoes,"Above 30,000",5,Public bus,14,More than 50%,Once,"Yes, frequently",36-50%,103935,4442,No,"Yes, once",5,No,22635,0,Healthcare,Definitely yes,Started a small business; Reduced spending,Fuel prices,2021
2026/06/04 07:06:02 PM,Student,Postgraduate,36-45,Garoua,"200,001-500,000",3,Rarely,Less than 20%,"Yes, both quantity and quality",110412,"15001-30,000",Rice,"10,000-20,000",5,Bike,7,More than 50%,Twice,"Yes, frequently",More than 50%,117119,7464,No,"Yes, more than once",4,No,8512,35000,Food,No,Taking a second job; Borrowed money; Started a small business,Government policies,Before 2018
2026/06/04 07:12:33 PM,Employed,Postgraduate,46-55,Kribi,"200,001-500,000",1,Rarely,more than 60%,"Yes, only quality",177151,"5,000-15,000",Plantains / Cassava,"10,000-20,000",4,Public bus,6,Less than 10%,More than twice,Never,Less than 20%,70277,9855,No,"Yes, once",5,No,15276,35000,Utilities,Uncertain,Reduced spending,Other,Before 2018
2026/06/04 07:15:58 PM,Unemployed,Undergraduate,46-55,Yaounde,"100,001-200,000",5,Never,41-60%,No,50246,"Less than 5,000",Rice,"20,001-30,000",4,Bike,8,10-25%,Never,Never,36-50%,49359,20345,No,"Yes, once",5,No,26330,300000,Transportation,Probably yes,Borrowed money; Taking a second job,Fuel prices,2023
2026/06/04 07:23:16 PM,Student,Other,26-35,Bafoussam,"200,001-500,000",3,Rarely,41-60%,"Yes, only quality",182446,"5,000-15,000",Rice,"20,001-30,000",4,Bike,8,10-25%,Twice,Never,More than 50%,87530,21398,No,No,3,No,32552,35000,Healthcare,Uncertain,Borrowed money; Reduced spending; Relocated to a cheaper area,Inflation (rising prices),2020
2026/06/04 07:38:15 PM,Student,Postgraduate,56 - above,Bamenda,"100,001-200,000",8,Rarely,Less than 20%,"Yes, both quantity and quality",51288,"Less than 5,000",Bread,"Below 10,000",3,Public bus,2,More than 50%,Twice,Never,20-35%,53079,4724,I own my home,"Yes, more than once",5,Yes,19562,35000,Education,No,Borrowed money; Taking a second job; Reduced spending,Inflation (rising prices),Before 2018
2026/06/04 07:49:19 PM,Unemployed,Undergraduate,46-55,Bafoussam,"50,000-100,000",1,Sometimes,Less than 20%,"Yes, only quantity",25786,"Less than 5,000",Rice,"20,001-30,000",4,Walking,12,10-25%,Twice,Never,36-50%,15708,23395,No,No,4,Yes,16591,35000,Transportation,No,Relocated to a cheaper area; Reduced spending,Other,2025
2026/06/04 07:56:20 PM,Employed,Undergraduate,56 - above,Maroua,"50,000-100,000",6,Never,41-60%,"Yes, both quantity and quality",30911,"Less than 5,000",Cooking oil,"10,000-20,000",4,Walking,6,More than 50%,Twice,"Yes, frequently",Less than 20%,15983,18420,Yes,"Yes, once",3,Yes,26326,150000,Healthcare,Probably no,Reduced spending; Taking a second job,Inflation (rising prices),2018
2026/06/04 07:58:13 PM,Unemployed,Other,26-35,Kribi,"200,001-500,000",8,Always,Less than 20%,"Yes, only quality",108403,"Less than 5,000",Cooking oil,"20,001-30,000",5,Walking,5,More than 50%,Twice,"Yes, occasionally",36-50%,120920,5344,No,No,4,No,32894,35000,Food,Definitely yes,Started a small business; Relocated to a cheaper area,Fuel prices,Before 2018
2026/06/04 08:10:09 PM,Employed,Other,46-55,Maroua,"50,000-100,000",1,Never,Less than 20%,"Yes, only quality",33766,"5,000-15,000",Fish / Meat,"Above 30,000",5,Private car/bike/bicycle,9,10-25%,Twice,Never,36-50%,25651,9796,Yes,"Yes, more than once",4,Yes,29514,150000,Rent,Uncertain,Relocated to a cheaper area; Taking a second job; Reduced spending,Government policies,2023
2026/06/04 08:13:35 PM,Employed,Vocational,56 - above,Garoua,"Below 50,000",1,Rarely,20-40%,"Yes, both quantity and quality",19649,"Less than 5,000",Fish / Meat,"20,001-30,000",4,Public bus,5,More than 50%,More than twice,Rarely,20-35%,15215,19606,Yes,No,3,No,32427,300000,Rent,Definitely no,Started a small business,Fuel prices,2025
2026/06/04 08:17:49 PM,Unemployed,Vocational,26-35,Maroua,"50,000-100,000",1,Sometimes,Less than 20%,"Yes, both quantity and quality",26811,"5,000-15,000",Plantains / Cassava,"Above 30,000",3,Bike,4,Less than 10%,Never,"Yes, occasionally",Less than 20%,22421,17077,I own my home,No,3,No,30841,0,Utilities,Uncertain,Relocated to a cheaper area,Other,2026
2026/06/04 08:19:02 PM,Self-employed,Postgraduate,26-35,Buea,"Below 50,000",8,Sometimes,20-40%,"Yes, only quantity",15010,"15001-30,000",Rice,"Below 10,000",3,Walking,12,10-25%,Never,"Yes, occasionally",Less than 20%,10918,3742,I own my home,No,3,No,32961,75000,Rent,Definitely no,Reduced spending,Other,Before 2018
2026/06/04 08:34:06 PM,Unemployed,Postgraduate,46-55,Buea,"100,001-200,000",4,Never,more than 60%,"Yes, only quantity",65130,"15001-30,000",Bread,"Below 10,000",4,Bike,7,Less than 10%,Once,Rarely,Less than 20%,0,13362,Yes,"Yes, once",3,Yes,22989,75000,Food,Definitely yes,Taking a second job; Borrowed money,Government policies,Before 2018
2026/06/04 08:43:10 PM,Self-employed,Other,26-35,Buea,"100,001-200,000",4,Always,Less than 20%,"Yes, only quantity",73788,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",5,Private car/bike/bicycle,14,26%-50%,More than twice,Never,Less than 20%,42441,6800,Yes,"Yes, once",5,Yes,33403,75000,Education,Probably no,Started a small business,Other,2018
2026/06/04 08:46:55 PM,Unemployed,Undergraduate,26-35,Bafoussam,"Above 500,000",7,Always,more than 60%,"Yes, only quality",295135,"More than 30,000",Onions & Tomatoes,"10,000-20,000",4,Public bus,13,More than 50%,More than twice,Rarely,36-50%,222531,16161,No,No,4,Yes,18548,150000,Rent,No,Taking a second job; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2024
2026/06/04 08:49:14 PM,Self-employed,Vocational,26-35,Buea,"Above 500,000",1,Sometimes,20-40%,No,233609,"More than 30,000",Onions & Tomatoes,"Above 30,000",3,Public bus,13,Less than 10%,Never,"Yes, occasionally",20-35%,156457,19055,No,No,5,Yes,27374,0,Food,Probably no,Relocated to a cheaper area; Taking a second job,Government policies,Before 2018
2026/06/04 08:56:07 PM,Employed,Postgraduate,56 - above,Kribi,"Above 500,000",1,Sometimes,20-40%,"Yes, only quality",209021,"15001-30,000",Cooking oil,"10,000-20,000",4,Bike,2,Less than 10%,Twice,Never,More than 50%,195894,21630,No,"Yes, once",3,No,32543,150000,Transportation,Definitely no,Taking a second job,Inflation (rising prices),2025
2026/06/04 09:10:21 PM,Self-employed,Postgraduate,18-25,Garoua,"100,001-200,000",1,Rarely,Less than 20%,"Yes, only quality",61354,"More than 30,000",Fish / Meat,"Below 10,000",5,Private car/bike/bicycle,5,10-25%,More than twice,Never,Less than 20%,36732,17859,I own my home,No,4,No,14373,75000,Food,Probably no,Taking a second job; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2018
2026/06/04 09:12:52 PM,Employed,Undergraduate,36-45,Bafoussam,"Above 500,000",6,Never,20-40%,"Yes, only quantity",253993,"More than 30,000",Fish / Meat,"Above 30,000",5,Public bus,14,26%-50%,More than twice,"Yes, frequently",36-50%,205143,12693,No,"Yes, more than once",5,Yes,23261,75000,Transportation,Definitely yes,Taking a second job; Started a small business; Relocated to a cheaper area,Government policies,2025
2026/06/04 09:15:08 PM,Employed,Undergraduate,56 - above,Bamenda,"50,000-100,000",6,Sometimes,Less than 20%,No,31348,"15001-30,000",Onions & Tomatoes,"Above 30,000",3,Private car/bike/bicycle,4,Less than 10%,Once,"Yes, frequently",20-35%,15494,3075,No,"Yes, once",5,No,27906,300000,Education,No,Started a small business,Fuel prices,2020
2026/06/04 09:22:18 PM,Employed,Undergraduate,46-55,Garoua,"Above 500,000",3,Rarely,more than 60%,"Yes, both quantity and quality",269763,"More than 30,000",Plantains / Cassava,"Below 10,000",3,Bike,13,26%-50%,Once,Rarely,Less than 20%,258265,6237,No,"Yes, more than once",4,No,24157,0,Education,Definitely no,Started a small business,Government policies,Before 2018
2026/06/04 09:30:12 PM,Student,Vocational,26-35,Garoua,"Above 500,000",1,Rarely,20-40%,No,293207,"More than 30,000",Onions & Tomatoes,"Below 10,000",3,Walking,1,26%-50%,More than twice,Rarely,20-35%,254473,5126,I own my home,"Yes, more than once",5,No,11453,0,Transportation,Uncertain,Reduced spending,Fuel prices,2018
2026/06/04 09:33:56 PM,Student,Other,26-35,Yaounde,"100,001-200,000",6,Never,more than 60%,No,50536,"15001-30,000",Bread,"10,000-20,000",4,Bike,2,Less than 10%,Twice,Never,More than 50%,56523,20576,Yes,No,4,No,6125,75000,Healthcare,Probably yes,Started a small business; Reduced spending; Borrowed money,Government policies,2024
2026/06/04 09:40:43 PM,Unemployed,Vocational,56 - above,Yaounde,"200,001-500,000",1,Sometimes,Less than 20%,No,137796,"15001-30,000",Bread,"Above 30,000",5,Private car/bike/bicycle,12,Less than 10%,Twice,Never,36-50%,80109,23980,Yes,"Yes, once",3,No,30183,150000,Education,Probably no,Taking a second job; Borrowed money; Reduced spending,Inflation (rising prices),2024
2026/06/04 09:45:01 PM,Student,Postgraduate,26-35,Bafoussam,"Below 50,000",3,Sometimes,Less than 20%,"Yes, only quantity",18937,"More than 30,000",Bread,"20,001-30,000",4,Public bus,2,26%-50%,Once,Never,20-35%,8549,9698,Yes,No,5,No,9198,0,Rent,Definitely yes,Taking a second job; Borrowed money,Other,2025
2026/06/04 09:55:59 PM,Employed,Undergraduate,46-55,Maroua,"100,001-200,000",3,Always,41-60%,"Yes, both quantity and quality",55966,"15001-30,000",Bread,"20,001-30,000",3,Public bus,5,Less than 10%,Once,Rarely,36-50%,55819,23685,Yes,"Yes, more than once",4,No,18677,300000,Food,Probably yes,Started a small business; Reduced spending,Currency depreciation,2018
2026/06/04 10:01:18 PM,Employed,Other,36-45,Garoua,"Below 50,000",6,Sometimes,Less than 20%,"Yes, both quantity and quality",21704,"15001-30,000",Bread,"10,000-20,000",4,Walking,4,10-25%,More than twice,"Yes, occasionally",Less than 20%,12255,20879,Yes,"Yes, once",3,No,10286,300000,Healthcare,Definitely no,Borrowed money; Relocated to a cheaper area,Other,2023
2026/06/04 10:03:47 PM,Unemployed,Other,18-25,Maroua,"200,001-500,000",5,Never,Less than 20%,"Yes, only quantity",140117,"5,000-15,000",Plantains / Cassava,"Above 30,000",3,Walking,10,26%-50%,Never,"Yes, occasionally",More than 50%,107397,14038,No,"Yes, more than once",4,No,30472,150000,Utilities,Definitely no,Reduced spending; Started a small business,Government policies,2026
2026/06/04 10:06:40 PM,Employed,Other,18-25,Garoua,"Below 50,000",1,Sometimes,more than 60%,"Yes, only quantity",18553,"More than 30,000",Plantains / Cassava,"Below 10,000",4,Bike,3,Less than 10%,Never,"Yes, frequently",More than 50%,11777,14332,Yes,"Yes, once",5,No,27245,35000,Transportation,No,Relocated to a cheaper area; Reduced spending,Other,2026
2026/06/04 10:10:07 PM,Student,Postgraduate,36-45,Garoua,"Below 50,000",1,Sometimes,41-60%,"Yes, only quality",13508,"15001-30,000",Cooking oil,"Below 10,000",3,Public bus,3,More than 50%,More than twice,Rarely,More than 50%,10968,13007,No,No,3,Yes,4331,75000,Healthcare,Definitely no,Taking a second job; Borrowed money,Other,2024
2026/06/04 10:22:38 PM,Self-employed,Undergraduate,36-45,Maroua,"200,001-500,000",2,Never,20-40%,"Yes, both quantity and quality",143823,"5,000-15,000",Rice,"Above 30,000",3,Bike,1,Less than 10%,More than twice,Never,20-35%,101394,17613,No,No,4,No,25222,75000,Transportation,Definitely yes,Borrowed money; Taking a second job; Relocated to a cheaper area,Government policies,2023
2026/06/04 10:32:44 PM,Self-employed,Postgraduate,46-55,Garoua,"100,001-200,000",2,Never,more than 60%,"Yes, only quality",59467,"5,000-15,000",Plantains / Cassava,"Above 30,000",5,Bike,10,Less than 10%,Once,"Yes, frequently",20-35%,41096,9516,No,"Yes, more than once",5,No,5165,35000,Education,Uncertain,Reduced spending,Other,2026
2026/06/04 10:39:38 PM,Employed,Other,46-55,Garoua,"200,001-500,000",2,Rarely,41-60%,"Yes, only quality",155947,"Less than 5,000",Bread,"20,001-30,000",5,Walking,13,26%-50%,Once,"Yes, frequently",Less than 20%,0,20867,No,"Yes, once",3,No,31622,150000,Transportation,Probably yes,Reduced spending; Relocated to a cheaper area,Currency depreciation,2019
2026/06/04 10:42:25 PM,Self-employed,Other,56 - above,Douala,"200,001-500,000",1,Rarely,20-40%,"Yes, both quantity and quality",161684,"15001-30,000",Fish / Meat,"20,001-30,000",4,Public bus,12,26%-50%,Never,Rarely,20-35%,78134,21545,I own my home,"Yes, more than once",5,Yes,33024,35000,Healthcare,Probably no,Reduced spending; Borrowed money,Other,2019
2026/06/04 10:44:20 PM,Employed,Other,36-45,Bamenda,"100,001-200,000",2,Sometimes,41-60%,"Yes, only quantity",81707,"More than 30,000",Rice,"Below 10,000",5,Walking,6,Less than 10%,Once,Rarely,Less than 20%,30689,14653,Yes,"Yes, once",4,No,22593,150000,Utilities,Probably no,Borrowed money,Fuel prices,Before 2018
2026/06/04 10:52:25 PM,Employed,Vocational,56 - above,Bafoussam,"200,001-500,000",8,Rarely,more than 60%,"Yes, only quality",145152,"5,000-15,000",Plantains / Cassava,"Below 10,000",3,Walking,2,26%-50%,Once,Rarely,Less than 20%,97947,10000,Yes,No,3,Yes,33296,35000,Healthcare,Probably yes,Reduced spending,Other,2026
2026/06/04 10:55:50 PM,Self-employed,Postgraduate,56 - above,Bafoussam,"Below 50,000",4,Never,41-60%,"Yes, only quantity",18256,"5,000-15,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,5,26%-50%,Twice,"Yes, occasionally",20-35%,15530,7338,I own my home,No,3,No,16544,35000,Rent,Probably no,Taking a second job,Currency depreciation,2019
2026/06/04 11:06:24 PM,Unemployed,Postgraduate,56 - above,Douala,"50,000-100,000",2,Never,41-60%,"Yes, both quantity and quality",38117,"15001-30,000",Onions & Tomatoes,"Above 30,000",5,Walking,12,10-25%,More than twice,"Yes, occasionally",20-35%,23633,8327,No,"Yes, more than once",3,No,4478,0,Healthcare,Definitely yes,Relocated to a cheaper area; Started a small business; Borrowed money,Inflation (rising prices),2024
2026/06/04 11:16:11 PM,Self-employed,Undergraduate,56 - above,Garoua,"50,000-100,000",2,Never,41-60%,"Yes, only quality",25887,"15001-30,000",Fish / Meat,"Below 10,000",5,Private car/bike/bicycle,13,More than 50%,Once,Rarely,Less than 20%,24680,10552,I own my home,"Yes, more than once",3,No,34947,300000,Food,Probably no,Taking a second job; Borrowed money,Inflation (rising prices),2025
2026/06/04 11:20:11 PM,Self-employed,Other,56 - above,Maroua,"200,001-500,000",5,Sometimes,more than 60%,"Yes, both quantity and quality",122688,"5,000-15,000",Onions & Tomatoes,"Below 10,000",3,Public bus,10,More than 50%,Twice,"Yes, frequently",Less than 20%,119561,13508,No,"Yes, more than once",3,Yes,34248,35000,Utilities,Probably no,Relocated to a cheaper area; Started a small business; Reduced spending,Currency depreciation,2020
2026/06/04 11:29:03 PM,Unemployed,Other,36-45,Kribi,"Above 500,000",1,Never,Less than 20%,"Yes, both quantity and quality",357225,"More than 30,000",Onions & Tomatoes,"Above 30,000",5,Private car/bike/bicycle,3,Less than 10%,Once,"Yes, frequently",36-50%,195471,9365,Yes,"Yes, once",3,Yes,13205,300000,Transportation,Probably no,Reduced spending,Government policies,2019
2026/06/04 11:41:39 PM,Student,Other,46-55,Kribi,"100,001-200,000",6,Sometimes,20-40%,"Yes, only quantity",79319,"5,000-15,000",Onions & Tomatoes,"Above 30,000",5,Public bus,9,10-25%,Once,Never,Less than 20%,39186,17527,I own my home,"Yes, more than once",5,No,2200,35000,Food,Probably yes,Borrowed money; Started a small business; Reduced spending,Inflation (rising prices),2025
2026/06/04 11:50:25 PM,Unemployed,Undergraduate,36-45,Maroua,"Above 500,000",8,Rarely,20-40%,No,228861,"More than 30,000",Rice,"10,000-20,000",5,Public bus,7,Less than 10%,Once,Never,More than 50%,132423,18115,Yes,No,5,Yes,15862,150000,Healthcare,No,Started a small business; Relocated to a cheaper area,Other,2023
2026/06/05 12:00:38 AM,Self-employed,Undergraduate,18-25,Garoua,"50,000-100,000",5,Always,20-40%,"Yes, both quantity and quality",38899,"15001-30,000",Plantains / Cassava,"Above 30,000",3,Private car/bike/bicycle,10,26%-50%,Once,"Yes, frequently",More than 50%,22143,14102,No,No,3,No,34880,75000,Food,Probably no,Reduced spending,Currency depreciation,2020
2026/06/05 12:10:00 AM,Student,Postgraduate,46-55,Yaounde,"50,000-100,000",4,Never,Less than 20%,No,23036,"15001-30,000",Rice,"Above 30,000",3,Walking,2,10-25%,More than twice,"Yes, occasionally",36-50%,16959,11553,I own my home,"Yes, once",3,Yes,9562,300000,Rent,Definitely no,Started a small business; Reduced spending; Relocated to a cheaper area,Currency depreciation,2018
2026/06/05 12:25:15 AM,Employed,Undergraduate,18-25,Douala,"200,001-500,000",7,Rarely,more than 60%,"Yes, only quantity",188656,"Less than 5,000",Cooking oil,"Below 10,000",3,Walking,3,Less than 10%,More than twice,Never,More than 50%,75505,22967,Yes,"Yes, once",4,Yes,18264,0,Rent,No,Taking a second job; Started a small business; Relocated to a cheaper area,Currency depreciation,2022
2026/06/05 12:40:12 AM,Self-employed,Postgraduate,56 - above,Bafoussam,"Below 50,000",6,Sometimes,20-40%,"Yes, both quantity and quality",14024,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",3,Walking,7,Less than 10%,More than twice,"Yes, frequently",More than 50%,0,11860,No,"Yes, more than once",5,No,12715,75000,Utilities,Definitely yes,Started a small business; Reduced spending,Inflation (rising prices),2023
2026/06/05 12:42:34 AM,Student,Vocational,46-55,Bafoussam,"200,001-500,000",3,Sometimes,more than 60%,No,141587,"5,000-15,000",Bread,"20,001-30,000",5,Walking,7,More than 50%,Once,Rarely,More than 50%,128165,19504,I own my home,"Yes, once",4,No,16392,150000,Healthcare,Definitely no,Started a small business,Other,2018
2026/06/05 12:48:25 AM,Student,Postgraduate,46-55,Douala,"100,001-200,000",8,Never,Less than 20%,"Yes, both quantity and quality",64686,"15001-30,000",Fish / Meat,"20,001-30,000",4,Public bus,5,More than 50%,Twice,Rarely,More than 50%,0,9980,Yes,No,3,No,29286,300000,Transportation,Uncertain,Relocated to a cheaper area,Fuel prices,2025
2026/06/05 12:55:51 AM,Self-employed,Postgraduate,56 - above,Bamenda,"Above 500,000",6,Never,20-40%,"Yes, both quantity and quality",284865,"5,000-15,000",Onions & Tomatoes,"Above 30,000",4,Private car/bike/bicycle,13,Less than 10%,More than twice,"Yes, occasionally",20-35%,253097,19917,No,"Yes, once",3,No,17600,150000,Rent,Probably no,Borrowed money; Relocated to a cheaper area; Started a small business,Other,2018
2026/06/05 01:03:33 AM,Employed,Postgraduate,56 - above,Bafoussam,"Below 50,000",4,Rarely,more than 60%,"Yes, only quantity",18317,"5,000-15,000",Bread,"Below 10,000",4,Public bus,3,More than 50%,Once,"Yes, frequently",20-35%,11020,23366,Yes,"Yes, once",4,Yes,11027,0,Transportation,Probably yes,Taking a second job,Currency depreciation,Before 2018
2026/06/05 01:13:34 AM,Student,Postgraduate,36-45,Douala,"50,000-100,000",7,Sometimes,more than 60%,No,23726,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",5,Bike,5,26%-50%,Twice,"Yes, frequently",20-35%,0,23637,Yes,No,3,No,27916,35000,Rent,No,Taking a second job,Other,2024
2026/06/05 01:23:08 AM,Student,Postgraduate,18-25,Kribi,"50,000-100,000",8,Rarely,Less than 20%,"Yes, only quality",33375,"Less than 5,000",Cooking oil,"Below 10,000",3,Public bus,3,10-25%,Never,Never,More than 50%,22072,7633,No,No,3,Yes,2796,35000,Transportation,No,Borrowed money,Currency depreciation,2023
2026/06/05 01:28:25 AM,Employed,Undergraduate,26-35,Yaounde,"100,001-200,000",7,Rarely,20-40%,"Yes, both quantity and quality",57443,"Less than 5,000",Fish / Meat,"Below 10,000",5,Private car/bike/bicycle,7,More than 50%,More than twice,Rarely,Less than 20%,0,12819,No,"Yes, more than once",3,No,13045,300000,Rent,Probably no,Borrowed money; Relocated to a cheaper area; Started a small business,Inflation (rising prices),2025
2026/06/05 01:35:34 AM,Student,Undergraduate,18-25,Kribi,"Above 500,000",2,Rarely,41-60%,"Yes, only quality",275959,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",5,Public bus,9,26%-50%,Twice,Never,20-35%,192110,7506,Yes,"Yes, once",4,Yes,27560,300000,Utilities,Probably no,Reduced spending; Relocated to a cheaper area; Borrowed money,Government policies,2019
2026/06/05 01:45:28 AM,Employed,Other,18-25,Maroua,"Above 500,000",4,Never,Less than 20%,"Yes, only quality",268109,"More than 30,000",Cooking oil,"Below 10,000",4,Private car/bike/bicycle,6,26%-50%,Once,Rarely,Less than 20%,167556,14482,Yes,No,4,Yes,13693,0,Transportation,Probably no,Relocated to a cheaper area,Government policies,2021
2026/06/05 01:48:11 AM,Unemployed,Other,36-45,Douala,"200,001-500,000",2,Always,more than 60%,"Yes, only quantity",125194,"15001-30,000",Rice,"10,000-20,000",5,Walking,0,26%-50%,More than twice,Never,More than 50%,120099,6869,Yes,No,3,No,13390,300000,Healthcare,Uncertain,Started a small business; Taking a second job; Relocated to a cheaper area,Currency depreciation,2019
2026/06/05 01:52:26 AM,Employed,Postgraduate,26-35,Garoua,"50,000-100,000",8,Always,Less than 20%,"Yes, only quantity",37578,"Less than 5,000",Cooking oil,"Below 10,000",5,Public bus,4,Less than 10%,More than twice,Never,20-35%,21026,12641,No,No,5,Yes,12399,75000,Education,Definitely yes,Borrowed money; Reduced spending,Government policies,2022
2026/06/05 02:00:58 AM,Self-employed,Undergraduate,46-55,Garoua,"Above 500,000",1,Never,more than 60%,No,256849,"5,000-15,000",Cooking oil,"Above 30,000",4,Walking,2,More than 50%,More than twice,"Yes, occasionally",20-35%,162267,17517,No,"Yes, once",5,No,14873,150000,Healthcare,Definitely yes,Relocated to a cheaper area,Other,2024
2026/06/05 02:10:19 AM,Unemployed,Other,56 - above,Buea,"200,001-500,000",7,Sometimes,41-60%,No,118664,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",5,Bike,4,Less than 10%,Never,Never,Less than 20%,96419,8473,I own my home,"Yes, more than once",5,No,12546,75000,Utilities,No,Reduced spending; Taking a second job; Relocated to a cheaper area,Government policies,2020
2026/06/05 02:12:51 AM,Self-employed,Undergraduate,26-35,Buea,"50,000-100,000",4,Sometimes,Less than 20%,No,35863,"Less than 5,000",Fish / Meat,"Above 30,000",5,Walking,11,Less than 10%,Once,"Yes, occasionally",36-50%,24931,8224,Yes,No,5,Yes,4308,150000,Rent,Definitely no,Started a small business; Reduced spending,Government policies,2021
