Respondent_ID,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
RESP_1303,Unemployment,Other,26-35,Buea,"100,001-200,000",4,Always,41-60%,"Yes, only quantity",77860,"15001-30,000",Plantains / Cassava,"10,000-20,000",5,Walking,11,Less than 10%,Never,Never,Less than 20%,57456,11967,Yes,"Yes, more than once",5,No,33444,300000,Healthcare,No,Relocated to a cheaper area,Inflation (rising prices),Before 2018
RESP_1304,Employed,Postgraduate,36-45,Bafoussam,"Below 50,000",3,Never,Less than 20%,No,21452,"Less than 5,000",Plantains / Cassava,"Above 30,000",4,Walking,12,Less than 10%,Once,"Yes, occasionally",More than 50%,0,15318,No,No,3,Yes,6390,35000,Transportation,Probably yes,Reduced spending,Other,Before 2018
RESP_1305,Student,Postgraduate,36-45,Maroua,"200,001-500,000",6,Always,more than 60%,No,113022,"More than 30,000",Onions & Tomatoes,"Below 10,000",5,Public bus,4,10-25%,More than twice,"Yes, frequently",More than 50%,86735,21320,Yes,"Yes, once",5,No,21922,0,Utilities,No,Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2018
RESP_1306,Employed,Vocational,56 - above,Buea,"50,000-100,000",3,Sometimes,more than 60%,No,27366,"15001-30,000",Fish / Meat,"20,001-30,000",3,Walking,11,26%-50%,More than twice,Rarely,20-35%,15591,20305,Yes,No,4,Yes,2473,0,Food,Uncertain,Relocated to a cheaper area; Started a small business; Reduced spending,Inflation (rising prices),2026
RESP_1307,Unemployment,Undergraduate,36-45,Yaoundé,"200,001-500,000",8,Never,more than 60%,"Yes, both quantity and quality",148580,"5,000-15,000",Plantains / Cassava,"Below 10,000",4,Public bus,5,More than 50%,Once,Never,Less than 20%,115521,18689,No,"Yes, once",4,Yes,20170,300000,Transportation,Definitely yes,Taking a second job,Inflation (rising prices),2018
RESP_1308,Self-employed,Postgraduate,56 - above,Douala,"200,001-500,000",3,Sometimes,20-40%,"Yes, only quality",180595,"5,000-15,000",Rice,"Above 30,000",4,Walking,5,10-25%,Never,"Yes, occasionally",20-35%,105949,10375,No,"Yes, once",5,No,25849,75000,Transportation,Definitely yes,Taking a second job; Reduced spending; Borrowed money,Government policies,Before 2018
RESP_1309,Student,Undergraduate,18-25,Garoua,"Below 50,000",7,Never,more than 60%,"Yes, both quantity and quality",15078,"More than 30,000",Bread,"20,001-30,000",4,Walking,4,Less than 10%,More than twice,"Yes, frequently",20-35%,12425,16121,I own my home,"Yes, more than once",5,Yes,4541,0,Rent,Probably no,Borrowed money; Reduced spending; Taking a second job,Government policies,2021
RESP_1310,Employed,Other,46-55,Kribi,"Above 500,000",4,Rarely,41-60%,No,224548,"Less than 5,000",Bread,"Below 10,000",4,Bike,14,Less than 10%,Twice,"Yes, frequently",20-35%,0,14750,No,"Yes, more than once",4,No,2570,300000,Food,Definitely no,Reduced spending,Fuel prices,2024
RESP_1311,Unemployment,Other,46-55,Maroua,"200,001-500,000",6,Always,Less than 20%,"Yes, only quality",125044,"Less than 5,000",Fish / Meat,"Below 10,000",3,Public bus,7,26%-50%,Once,Rarely,More than 50%,97606,5750,No,"Yes, once",4,No,5175,150000,Food,Probably no,Relocated to a cheaper area; Started a small business; Reduced spending,Currency depreciation,2021
RESP_1312,Student,Undergraduate,18-25,Garoua,"Above 500,000",2,Always,Less than 20%,"Yes, both quantity and quality",224735,"More than 30,000",Rice,"20,001-30,000",3,Private car/bike/bicycle,12,Less than 10%,Twice,Rarely,36-50%,250734,21924,I own my home,"Yes, once",5,Yes,10053,300000,Rent,No,Borrowed money,Currency depreciation,Before 2018
RESP_1313,Employed,Postgraduate,36-45,Bafoussam,"Below 50,000",2,Always,41-60%,"Yes, only quantity",19823,"More than 30,000",Cooking oil,"10,000-20,000",4,Bike,10,More than 50%,Twice,Never,20-35%,0,24592,I own my home,No,4,Yes,31922,35000,Education,Definitely yes,Started a small business; Taking a second job,Inflation (rising prices),2018
RESP_1314,Employed,Postgraduate,26-35,Yaoundé,"100,001-200,000",7,Always,Less than 20%,"Yes, only quantity",75359,"5,000-15,000",Cooking oil,"20,001-30,000",4,Public bus,6,Less than 10%,Never,Rarely,20-35%,50479,20911,No,"Yes, more than once",5,No,19891,35000,Utilities,Definitely yes,Reduced spending,Fuel prices,2019
RESP_1315,Student,Vocational,26-35,Buea,"Above 500,000",5,Sometimes,more than 60%,"Yes, both quantity and quality",216804,"5,000-15,000",Rice,"Above 30,000",4,Bike,8,More than 50%,More than twice,Rarely,More than 50%,148954,16611,I own my home,"Yes, once",5,No,23442,35000,Rent,Definitely no,Taking a second job; Reduced spending; Borrowed money,Other,2025
RESP_1316,Employed,Undergraduate,36-45,Yaoundé,"Below 50,000",4,Never,more than 60%,"Yes, only quality",17894,"Less than 5,000",Cooking oil,"20,001-30,000",4,Public bus,14,Less than 10%,Once,"Yes, occasionally",Less than 20%,8872,14662,No,"Yes, more than once",5,No,33640,150000,Rent,Probably no,Relocated to a cheaper area; Started a small business; Borrowed money,Fuel prices,2019
RESP_1317,Unemployment,Vocational,46-55,Buea,"Below 50,000",7,Never,Less than 20%,"Yes, only quality",16940,"15001-30,000",Onions & Tomatoes,"Above 30,000",3,Public bus,12,10-25%,Never,Never,20-35%,12160,11793,Yes,"Yes, more than once",4,Yes,7670,0,Transportation,Definitely no,Taking a second job; Borrowed money; Reduced spending,Inflation (rising prices),2023
RESP_1318,Employed,Undergraduate,18-25,Kribi,"100,001-200,000",4,Rarely,41-60%,"Yes, only quantity",53891,"More than 30,000",Bread,"20,001-30,000",5,Bike,6,26%-50%,More than twice,"Yes, frequently",36-50%,50669,15756,I own my home,"Yes, more than once",3,Yes,19178,75000,Food,No,Borrowed money; Started a small business,Government policies,2025
RESP_1319,Self-employed,Vocational,36-45,Maroua,"Above 500,000",3,Always,41-60%,No,265694,"Less than 5,000",Plantains / Cassava,"10,000-20,000",3,Public bus,4,26%-50%,Never,"Yes, frequently",36-50%,164666,17734,I own my home,No,5,Yes,7205,150000,Utilities,Uncertain,Borrowed money; Relocated to a cheaper area; Started a small business,Government policies,2024
RESP_1320,Student,Undergraduate,46-55,Bamenda,"200,001-500,000",3,Always,20-40%,"Yes, only quantity",130483,"More than 30,000",Rice,"20,001-30,000",3,Walking,4,10-25%,More than twice,"Yes, occasionally",More than 50%,84781,19508,No,No,4,No,11545,150000,Rent,Definitely yes,Relocated to a cheaper area; Reduced spending; Taking a second job,Currency depreciation,2019
RESP_1321,Employed,Undergraduate,56 - above,Kribi,"200,001-500,000",4,Always,Less than 20%,"Yes, only quantity",106405,"Less than 5,000",Rice,"10,000-20,000",4,Walking,0,26%-50%,Once,"Yes, frequently",36-50%,0,5116,No,No,3,No,30038,0,Food,Probably yes,Taking a second job; Relocated to a cheaper area; Started a small business,Other,2022
RESP_1322,Self-employed,Other,26-35,Garoua,"Above 500,000",8,Sometimes,41-60%,No,277450,"5,000-15,000",Cooking oil,"10,000-20,000",5,Bike,7,10-25%,Twice,Never,36-50%,141179,22688,Yes,No,5,Yes,6766,300000,Utilities,No,Relocated to a cheaper area; Started a small business,Government policies,2022
RESP_1323,Employed,Other,56 - above,Buea,"100,001-200,000",1,Never,more than 60%,"Yes, only quality",54131,"Less than 5,000",Cooking oil,"10,000-20,000",4,Private car/bike/bicycle,3,More than 50%,Once,"Yes, occasionally",Less than 20%,46531,18228,Yes,No,4,Yes,12010,75000,Utilities,Definitely yes,Borrowed money; Reduced spending,Currency depreciation,2023
RESP_1324,Self-employed,Undergraduate,36-45,Garoua,"Above 500,000",2,Never,41-60%,"Yes, only quantity",330120,"Less than 5,000",Fish / Meat,"20,001-30,000",5,Walking,10,More than 50%,Never,"Yes, occasionally",Less than 20%,250264,23198,Yes,No,3,Yes,20344,35000,Utilities,Probably yes,Reduced spending,Government policies,Before 2018
RESP_1325,Unemployment,Postgraduate,36-45,Bafoussam,"Below 50,000",3,Sometimes,more than 60%,"Yes, only quality",12651,"More than 30,000",Cooking oil,"20,001-30,000",3,Public bus,6,More than 50%,Once,Never,20-35%,12624,24120,No,"Yes, once",4,No,33427,75000,Transportation,Probably yes,Started a small business; Relocated to a cheaper area; Reduced spending,Fuel prices,2022
RESP_1326,Unemployment,Other,36-45,Buea,"Below 50,000",5,Never,more than 60%,"Yes, only quantity",13254,"Less than 5,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,14,10-25%,More than twice,"Yes, frequently",Less than 20%,11347,10144,I own my home,"Yes, once",3,No,26963,75000,Food,Probably yes,Borrowed money,Inflation (rising prices),2026
RESP_1327,Student,Vocational,56 - above,Bamenda,"50,000-100,000",1,Rarely,more than 60%,"Yes, only quality",22811,"15001-30,000",Rice,"20,001-30,000",4,Bike,6,26%-50%,Twice,"Yes, occasionally",36-50%,26515,20184,I own my home,No,5,Yes,34236,150000,Healthcare,No,Taking a second job; Relocated to a cheaper area,Fuel prices,Before 2018
RESP_1328,Student,Postgraduate,36-45,Bamenda,"50,000-100,000",7,Always,41-60%,No,30320,"5,000-15,000",Rice,"10,000-20,000",4,Walking,0,10-25%,Twice,Never,More than 50%,21687,24914,I own my home,No,4,Yes,21907,300000,Healthcare,No,Relocated to a cheaper area; Started a small business; Borrowed money,Fuel prices,2022
RESP_1329,Student,Postgraduate,56 - above,Buea,"100,001-200,000",7,Sometimes,Less than 20%,"Yes, only quantity",67203,"Less than 5,000",Rice,"10,000-20,000",5,Bike,3,26%-50%,Once,"Yes, frequently",Less than 20%,0,21043,Yes,No,5,No,23545,75000,Education,Uncertain,Started a small business; Relocated to a cheaper area; Taking a second job,Other,2024
RESP_1330,Unemployment,Other,36-45,Yaoundé,"Below 50,000",8,Always,more than 60%,No,20765,"5,000-15,000",Rice,"Below 10,000",5,Walking,6,26%-50%,Never,"Yes, frequently",More than 50%,8304,21772,I own my home,"Yes, more than once",3,Yes,17699,300000,Education,Definitely yes,Reduced spending; Taking a second job; Relocated to a cheaper area,Fuel prices,2022
RESP_1331,Employed,Vocational,56 - above,Yaoundé,"100,001-200,000",6,Never,41-60%,"Yes, only quantity",80809,"5,000-15,000",Plantains / Cassava,"Below 10,000",4,Private car/bike/bicycle,7,26%-50%,More than twice,"Yes, occasionally",More than 50%,58870,8042,I own my home,No,3,No,11428,0,Transportation,Definitely yes,Taking a second job,Government policies,2021
RESP_1332,Employed,Other,56 - above,Maroua,"100,001-200,000",2,Rarely,Less than 20%,"Yes, both quantity and quality",77631,"Less than 5,000",Onions & Tomatoes,"Below 10,000",3,Walking,2,10-25%,More than twice,Rarely,Less than 20%,0,6827,I own my home,"Yes, more than once",3,No,22413,35000,Utilities,Definitely no,Borrowed money,Currency depreciation,Before 2018
RESP_1333,Self-employed,Vocational,56 - above,Bamenda,"100,001-200,000",5,Always,41-60%,No,67279,"Less than 5,000",Bread,"10,000-20,000",4,Walking,7,10-25%,More than twice,Rarely,More than 50%,31350,3636,No,"Yes, more than once",3,No,22898,300000,Food,Definitely no,Taking a second job; Started a small business; Reduced spending,Other,2026
RESP_1334,Student,Vocational,18-25,Bafoussam,"50,000-100,000",1,Never,41-60%,"Yes, both quantity and quality",22934,"15001-30,000",Rice,"Above 30,000",5,Bike,10,26%-50%,Never,"Yes, frequently",20-35%,23385,8339,I own my home,No,3,Yes,16789,75000,Transportation,Definitely yes,Relocated to a cheaper area; Taking a second job; Reduced spending,Currency depreciation,2025
RESP_1335,Student,Other,26-35,Douala,"Below 50,000",4,Always,Less than 20%,"Yes, only quality",14248,"More than 30,000",Cooking oil,"Below 10,000",5,Bike,5,More than 50%,Never,Never,20-35%,15814,16683,Yes,"Yes, once",5,Yes,22208,150000,Food,Definitely no,Borrowed money; Taking a second job; Reduced spending,Currency depreciation,2025
RESP_1336,Employed,Vocational,36-45,Garoua,"200,001-500,000",6,Sometimes,Less than 20%,"Yes, both quantity and quality",127268,"5,000-15,000",Fish / Meat,"Above 30,000",5,Walking,12,More than 50%,Once,"Yes, occasionally",More than 50%,112380,11899,No,"Yes, more than once",4,Yes,27539,0,Utilities,No,Relocated to a cheaper area,Other,2018
RESP_1337,Employed,Other,26-35,Maroua,"50,000-100,000",5,Never,Less than 20%,"Yes, both quantity and quality",34412,"More than 30,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,1,More than 50%,Once,Never,20-35%,18690,7386,I own my home,"Yes, more than once",4,No,2655,150000,Food,No,Taking a second job,Government policies,2026
RESP_1338,Student,Vocational,36-45,Garoua,"Above 500,000",6,Always,more than 60%,"Yes, only quality",276866,"15001-30,000",Bread,"Above 30,000",5,Walking,7,10-25%,Twice,Never,20-35%,201601,9030,I own my home,"Yes, more than once",4,No,20211,0,Utilities,No,Started a small business,Currency depreciation,2022
RESP_1339,Student,Undergraduate,26-35,Kribi,"50,000-100,000",8,Never,41-60%,"Yes, only quantity",39616,"More than 30,000",Rice,"Below 10,000",5,Bike,4,26%-50%,More than twice,Never,Less than 20%,24073,13694,I own my home,"Yes, more than once",3,No,23281,75000,Education,Probably no,Relocated to a cheaper area; Reduced spending,Other,2021
RESP_1340,Unemployment,Other,36-45,Douala,"Below 50,000",1,Never,more than 60%,"Yes, only quantity",19682,"More than 30,000",Cooking oil,"20,001-30,000",3,Walking,12,More than 50%,Once,"Yes, occasionally",20-35%,12620,19738,Yes,No,5,Yes,33129,300000,Rent,Uncertain,Started a small business; Relocated to a cheaper area,Currency depreciation,2022
RESP_1341,Student,Vocational,26-35,Bafoussam,"200,001-500,000",8,Always,41-60%,No,134567,"More than 30,000",Fish / Meat,"10,000-20,000",5,Walking,4,Less than 10%,More than twice,"Yes, frequently",Less than 20%,104394,18569,Yes,"Yes, once",3,No,24240,150000,Transportation,Uncertain,Relocated to a cheaper area; Started a small business,Government policies,2021
RESP_1342,Employed,Vocational,46-55,Douala,"50,000-100,000",7,Never,Less than 20%,"Yes, only quality",25410,"15001-30,000",Bread,"20,001-30,000",5,Bike,9,Less than 10%,Twice,"Yes, frequently",36-50%,19694,20940,No,"Yes, once",4,Yes,29702,35000,Transportation,Probably yes,Relocated to a cheaper area; Taking a second job; Reduced spending,Inflation (rising prices),Before 2018
RESP_1343,Student,Postgraduate,18-25,Kribi,"100,001-200,000",4,Rarely,41-60%,No,60754,"15001-30,000",Fish / Meat,"20,001-30,000",5,Walking,11,26%-50%,Never,Rarely,Less than 20%,33656,15175,I own my home,"Yes, once",3,No,33327,150000,Food,Definitely no,Reduced spending; Borrowed money,Currency depreciation,2022
RESP_1344,Student,Vocational,26-35,Garoua,"100,001-200,000",6,Never,41-60%,No,82134,"15001-30,000",Plantains / Cassava,"20,001-30,000",4,Walking,3,26%-50%,More than twice,"Yes, occasionally",Less than 20%,51740,10285,No,"Yes, once",4,No,5710,0,Transportation,Definitely no,Reduced spending; Taking a second job; Relocated to a cheaper area,Other,2021
RESP_1345,Self-employed,Postgraduate,56 - above,Bamenda,"50,000-100,000",5,Sometimes,20-40%,"Yes, only quality",27287,"Less than 5,000",Fish / Meat,"Above 30,000",4,Private car/bike/bicycle,5,10-25%,Twice,Never,36-50%,26128,12663,No,"Yes, more than once",3,No,28020,150000,Food,Uncertain,Borrowed money; Taking a second job; Reduced spending,Currency depreciation,2018
RESP_1346,Employed,Vocational,18-25,Douala,"100,001-200,000",8,Never,more than 60%,"Yes, only quality",76185,"15001-30,000",Rice,"Below 10,000",5,Private car/bike/bicycle,9,Less than 10%,More than twice,Never,36-50%,38767,15478,No,"Yes, more than once",3,No,11378,75000,Utilities,Definitely yes,Relocated to a cheaper area; Started a small business; Borrowed money,Currency depreciation,2019
RESP_1347,Self-employed,Vocational,36-45,Kribi,"100,001-200,000",6,Always,Less than 20%,"Yes, only quantity",59016,"More than 30,000",Onions & Tomatoes,"10,000-20,000",5,Public bus,6,Less than 10%,More than twice,Rarely,36-50%,55475,24752,No,"Yes, more than once",3,Yes,10398,35000,Utilities,Uncertain,Started a small business; Borrowed money,Fuel prices,2018
RESP_1348,Student,Undergraduate,46-55,Maroua,"50,000-100,000",5,Rarely,more than 60%,No,32867,"5,000-15,000",Rice,"10,000-20,000",5,Private car/bike/bicycle,10,Less than 10%,More than twice,"Yes, occasionally",More than 50%,19079,13288,Yes,"Yes, more than once",3,Yes,23522,0,Transportation,Uncertain,Reduced spending; Started a small business,Other,2025
RESP_1349,Student,Vocational,18-25,Maroua,"Above 500,000",3,Never,Less than 20%,"Yes, only quantity",226662,"15001-30,000",Fish / Meat,"Below 10,000",3,Bike,1,Less than 10%,Twice,Rarely,Less than 20%,197924,21758,No,"Yes, once",3,Yes,32240,300000,Rent,Definitely no,Borrowed money; Relocated to a cheaper area; Reduced spending,Other,Before 2018
RESP_1350,Unemployment,Undergraduate,18-25,Kribi,"50,000-100,000",1,Rarely,more than 60%,"Yes, only quantity",40676,"5,000-15,000",Fish / Meat,"Above 30,000",4,Public bus,12,More than 50%,Once,"Yes, frequently",36-50%,19344,14757,I own my home,No,4,Yes,20084,300000,Transportation,Uncertain,Relocated to a cheaper area,Currency depreciation,2023
RESP_1351,Student,Vocational,56 - above,Kribi,"50,000-100,000",2,Rarely,Less than 20%,"Yes, only quality",29077,"5,000-15,000",Fish / Meat,"Above 30,000",5,Bike,9,10-25%,More than twice,Never,More than 50%,24527,20630,Yes,No,4,Yes,24215,150000,Transportation,Definitely no,Borrowed money; Reduced spending,Inflation (rising prices),2024
RESP_1352,Employed,Postgraduate,36-45,Garoua,"200,001-500,000",5,Rarely,more than 60%,"Yes, only quality",128296,"5,000-15,000",Plantains / Cassava,"10,000-20,000",3,Walking,9,More than 50%,Once,"Yes, frequently",20-35%,81181,9155,I own my home,"Yes, more than once",4,Yes,32405,75000,Healthcare,No,Reduced spending; Borrowed money; Relocated to a cheaper area,Fuel prices,2019
RESP_1353,Unemployment,Other,18-25,Bamenda,"Above 500,000",4,Never,Less than 20%,"Yes, both quantity and quality",312998,"5,000-15,000",Bread,"10,000-20,000",3,Bike,7,10-25%,Never,"Yes, frequently",More than 50%,233955,22361,No,"Yes, more than once",5,Yes,20019,75000,Utilities,Probably yes,Started a small business,Inflation (rising prices),2024
RESP_1354,Employed,Other,18-25,Garoua,"Below 50,000",4,Always,20-40%,No,17688,"Less than 5,000",Onions & Tomatoes,"Below 10,000",5,Private car/bike/bicycle,0,10-25%,Once,Rarely,Less than 20%,15248,17435,No,"Yes, once",3,Yes,23207,150000,Transportation,Uncertain,Borrowed money,Other,2020
RESP_1355,Student,Vocational,46-55,Douala,"Above 500,000",6,Sometimes,Less than 20%,No,267317,"More than 30,000",Fish / Meat,"10,000-20,000",4,Bike,14,Less than 10%,Once,"Yes, occasionally",36-50%,244770,13613,No,"Yes, once",5,Yes,16637,150000,Transportation,Definitely yes,Started a small business,Other,2023
RESP_1356,Student,Vocational,18-25,Maroua,"50,000-100,000",5,Sometimes,20-40%,"Yes, only quality",24024,"5,000-15,000",Plantains / Cassava,"10,000-20,000",4,Bike,9,Less than 10%,Never,"Yes, frequently",More than 50%,24262,9815,No,"Yes, more than once",3,Yes,30568,150000,Healthcare,No,Relocated to a cheaper area,Inflation (rising prices),2021
RESP_1357,Employed,Other,36-45,Maroua,"50,000-100,000",3,Always,20-40%,No,29099,"Less than 5,000",Fish / Meat,"Below 10,000",3,Public bus,1,26%-50%,Twice,Never,20-35%,20267,17042,No,No,5,Yes,5482,150000,Food,Uncertain,Reduced spending; Borrowed money,Currency depreciation,2020
RESP_1358,Employed,Other,46-55,Maroua,"200,001-500,000",1,Rarely,Less than 20%,No,111921,"5,000-15,000",Plantains / Cassava,"10,000-20,000",4,Bike,10,Less than 10%,Once,"Yes, occasionally",More than 50%,0,3913,I own my home,"Yes, once",5,Yes,14954,0,Utilities,Definitely no,Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2024
RESP_1359,Student,Other,36-45,Maroua,"200,001-500,000",6,Sometimes,Less than 20%,"Yes, only quantity",180308,"5,000-15,000",Bread,"10,000-20,000",3,Public bus,2,Less than 10%,Never,Rarely,36-50%,88555,13923,I own my home,"Yes, more than once",3,Yes,19459,35000,Food,Uncertain,Borrowed money; Taking a second job,Currency depreciation,2021
RESP_1360,Unemployment,Postgraduate,18-25,Buea,"50,000-100,000",6,Never,20-40%,"Yes, only quantity",32302,"More than 30,000",Onions & Tomatoes,"Below 10,000",4,Private car/bike/bicycle,10,More than 50%,Twice,"Yes, frequently",Less than 20%,24436,20823,No,"Yes, once",4,Yes,30103,75000,Food,Uncertain,Relocated to a cheaper area; Reduced spending; Started a small business,Currency depreciation,2018
RESP_1361,Unemployment,Postgraduate,46-55,Garoua,"100,001-200,000",2,Sometimes,20-40%,"Yes, only quantity",48268,"5,000-15,000",Bread,"Above 30,000",3,Public bus,7,More than 50%,Never,"Yes, frequently",20-35%,33530,8294,No,"Yes, once",5,No,8455,150000,Rent,Probably no,Relocated to a cheaper area; Taking a second job,Currency depreciation,2022
RESP_1362,Employed,Vocational,26-35,Kribi,"Below 50,000",6,Always,more than 60%,"Yes, both quantity and quality",21299,"5,000-15,000",Bread,"20,001-30,000",3,Bike,14,More than 50%,Twice,Rarely,More than 50%,12498,15451,I own my home,"Yes, once",5,No,10907,150000,Transportation,No,Relocated to a cheaper area,Fuel prices,2023
RESP_1363,Self-employed,Vocational,18-25,Kribi,"50,000-100,000",4,Never,Less than 20%,No,25532,"15001-30,000",Fish / Meat,"Below 10,000",5,Public bus,1,Less than 10%,Never,Never,36-50%,20565,21390,I own my home,"Yes, more than once",5,Yes,7857,150000,Utilities,Definitely no,Reduced spending; Started a small business; Relocated to a cheaper area,Inflation (rising prices),2022
RESP_1364,Unemployment,Undergraduate,46-55,Maroua,"Below 50,000",1,Rarely,20-40%,"Yes, only quality",19119,"15001-30,000",Rice,"20,001-30,000",5,Bike,2,Less than 10%,Once,Rarely,Less than 20%,0,23693,I own my home,No,4,Yes,21772,35000,Rent,Uncertain,Taking a second job; Borrowed money,Government policies,2019
RESP_1365,Employed,Postgraduate,46-55,Buea,"Below 50,000",6,Rarely,20-40%,"Yes, both quantity and quality",13872,"15001-30,000",Fish / Meat,"Below 10,000",5,Walking,1,Less than 10%,Twice,Rarely,More than 50%,0,8271,I own my home,"Yes, more than once",3,Yes,22569,0,Food,Definitely no,Started a small business; Borrowed money,Other,2021
RESP_1366,Self-employed,Undergraduate,36-45,Bamenda,"200,001-500,000",4,Never,41-60%,"Yes, both quantity and quality",142506,"Less than 5,000",Cooking oil,"Below 10,000",3,Private car/bike/bicycle,7,10-25%,Twice,Never,20-35%,123149,13321,I own my home,"Yes, once",4,No,7876,0,Utilities,No,Borrowed money; Started a small business,Currency depreciation,2026
RESP_1367,Self-employed,Undergraduate,56 - above,Bamenda,"Below 50,000",8,Sometimes,20-40%,No,13949,"More than 30,000",Rice,"Above 30,000",3,Walking,1,10-25%,More than twice,"Yes, frequently",More than 50%,0,16733,I own my home,"Yes, once",3,No,26670,0,Utilities,No,Reduced spending; Started a small business; Taking a second job,Inflation (rising prices),2021
RESP_1368,Self-employed,Postgraduate,18-25,Garoua,"200,001-500,000",7,Never,more than 60%,"Yes, both quantity and quality",114093,"Less than 5,000",Rice,"20,001-30,000",5,Walking,4,Less than 10%,Never,Never,36-50%,119361,14445,Yes,No,4,No,22908,0,Healthcare,Definitely no,Started a small business; Reduced spending,Inflation (rising prices),2026
RESP_1369,Unemployment,Undergraduate,26-35,Kribi,"100,001-200,000",3,Never,Less than 20%,"Yes, both quantity and quality",59425,"More than 30,000",Rice,"Below 10,000",5,Public bus,0,Less than 10%,Once,"Yes, occasionally",20-35%,54368,12071,I own my home,"Yes, once",3,Yes,10096,150000,Healthcare,No,Relocated to a cheaper area,Government policies,2025
RESP_1370,Unemployment,Other,46-55,Yaoundé,"Below 50,000",8,Always,Less than 20%,"Yes, only quantity",17406,"15001-30,000",Rice,"Above 30,000",3,Bike,9,Less than 10%,More than twice,"Yes, occasionally",36-50%,0,14101,I own my home,"Yes, more than once",4,No,31600,150000,Transportation,Uncertain,Relocated to a cheaper area; Reduced spending,Government policies,2023
RESP_1371,Unemployment,Undergraduate,18-25,Yaoundé,"Above 500,000",6,Always,41-60%,No,335895,"15001-30,000",Rice,"Below 10,000",5,Public bus,13,10-25%,More than twice,"Yes, occasionally",36-50%,0,10789,Yes,"Yes, once",4,Yes,2394,75000,Transportation,No,Taking a second job; Relocated to a cheaper area,Fuel prices,2023
RESP_1372,Employed,Undergraduate,56 - above,Kribi,"Below 50,000",6,Never,Less than 20%,"Yes, only quantity",12670,"15001-30,000",Bread,"20,001-30,000",3,Private car/bike/bicycle,6,26%-50%,Twice,Never,36-50%,15582,19467,I own my home,No,5,No,26085,150000,Education,No,Borrowed money,Inflation (rising prices),2026
RESP_1373,Employed,Vocational,26-35,Kribi,"Above 500,000",5,Sometimes,more than 60%,"Yes, only quantity",253334,"More than 30,000",Onions & Tomatoes,"Below 10,000",5,Bike,6,More than 50%,Once,Never,20-35%,184380,7146,I own my home,"Yes, more than once",5,No,16576,35000,Utilities,Uncertain,Borrowed money; Taking a second job; Reduced spending,Inflation (rising prices),2022
RESP_1374,Unemployment,Vocational,56 - above,Bafoussam,"200,001-500,000",6,Always,Less than 20%,"Yes, only quality",115935,"5,000-15,000",Bread,"Above 30,000",3,Walking,5,More than 50%,More than twice,Rarely,20-35%,136031,21352,Yes,No,3,No,23188,0,Rent,Uncertain,Started a small business; Reduced spending,Fuel prices,Before 2018
RESP_1375,Unemployment,Undergraduate,56 - above,Bamenda,"50,000-100,000",4,Sometimes,20-40%,"Yes, both quantity and quality",36152,"5,000-15,000",Cooking oil,"Above 30,000",5,Private car/bike/bicycle,5,26%-50%,Twice,Rarely,More than 50%,23086,4065,I own my home,No,4,No,25263,35000,Utilities,Definitely yes,Borrowed money,Inflation (rising prices),2018
RESP_1376,Student,Undergraduate,46-55,Bamenda,"Above 500,000",5,Sometimes,41-60%,No,265551,"Less than 5,000",Rice,"10,000-20,000",3,Bike,1,More than 50%,Never,"Yes, frequently",More than 50%,203859,14597,No,"Yes, once",4,Yes,10713,0,Healthcare,Definitely no,Reduced spending,Fuel prices,2024
RESP_1377,Employed,Vocational,26-35,Buea,"50,000-100,000",7,Sometimes,Less than 20%,"Yes, only quantity",23801,"15001-30,000",Rice,"10,000-20,000",4,Private car/bike/bicycle,3,10-25%,Twice,"Yes, frequently",36-50%,27510,14575,I own my home,No,4,No,21269,300000,Rent,No,Relocated to a cheaper area,Currency depreciation,2022
